Login,Action_num,Action_zone,Action_type,Action_time,Duration,Action_area
М211БЭКОН074,45,ZoneArgSource1,Click,1639826721,22,Argument
М211БЭКОН074,46,ZoneArgSource1,Click,1639826743,15,Argument
М211БЭКОН074,47,ZoneArgText1,Click,1639826758,11,Argument
М211БЭКОН074,48,ZoneApp,Pause,1639826769,4,AppPause
М211БЭКОН074,49,ZoneApp,Resume,1639826773,46,AppResume
М211БЭКОН074,50,ZoneArgRadio3,Click,1639826819,2,Argument
М211БЭКОН074,51,ZoneArgRadio3,Click,1639826821,1,Argument
М211БЭКОН074,52,ZoneArgText3,Click,1639826822,1,Argument
М211БЭКОН074,53,ZoneArgSource3,Click,1639826823,3,Argument
М211БЭКОН074,54,ZoneApp,Pause,1639826826,1,AppPause
М211БЭКОН074,55,ZoneApp,Resume,1639826827,10,AppResume
М211БЭКОН074,56,ZoneArgSource3,Click,1639826837,3,Argument
М211БЭКОН074,57,ZoneApp,Pause,1639826840,10,AppPause
М211БЭКОН074,58,ZoneApp,Resume,1639826850,1,AppResume
М211БЭКОН074,59,ZoneArgText1,Click,1639826851,20,Argument
М211БЭКОН074,60,ZoneApp,Pause,1639826871,2,AppPause
М211БЭКОН074,61,ZoneApp,Resume,1639826873,79,AppResume
М211БЭКОН074,62,ZoneArgPlusButton,Click,1639826952,6,Argument
М211БЭКОН074,63,ZoneApp,Pause,1639826958,3,AppPause
М211БЭКОН074,64,ZoneApp,Resume,1639826961,9,AppResume
М211БЭКОН074,65,ZoneReqText1,Click,1639826970,3,Request
М211БЭКОН074,66,ZoneArgSource2,Click,1639826973,34,Argument
М211БЭКОН074,67,ZoneReqText1,Click,1639827007,3,Request
М211БЭКОН074,68,ZoneReqText1,Click,1639827010,1,Request
М211БЭКОН074,69,ZoneArgText4,Click,1639827011,7,Argument
М211БЭКОН074,70,ZoneApp,Pause,1639827018,1,AppPause
М211БЭКОН074,71,ZoneApp,Resume,1639827019,182,AppResume
М211БЭКОН074,72,ZoneArgRadio4,Click,1639827201,5,Argument
М211БЭКОН074,73,ZoneArgRadio4,Click,1639827206,1,Argument
М211БЭКОН074,74,ZoneArgSource4,Click,1639827207,2,Argument
М211БЭКОН074,75,ZoneApp,Pause,1639827209,2,AppPause
М211БЭКОН074,76,ZoneApp,Resume,1639827211,7,AppResume
М211БЭКОН074,77,ZoneEssayText,Click,1639827218,32,Essay
М211БЭКОН074,78,ZoneEssayText,Click,1639827250,49,Essay
М211БЭКОН074,79,ZoneEssayText,Click,1639827299,6,Essay
М211БЭКОН074,80,ZoneEssayText,Click,1639827305,1,Essay
М211БЭКОН074,81,ZoneEssayText,Click,1639827306,2,Essay
М211БЭКОН074,82,ZoneEssayText,Click,1639827308,124,Essay
М211БЭКОН074,83,ZoneEssayText,Click,1639827432,4,Essay
М211БЭКОН074,84,ZoneEssayText,Click,1639827436,6,Essay
М211БЭКОН074,85,ZoneEssayText,Click,1639827442,13,Essay
М211БЭКОН074,86,ZoneEssayText,Click,1639827455,20,Essay
М211БЭКОН074,87,ZoneEssayText,Click,1639827475,54,Essay
М211БЭКОН074,88,ZoneEssayText,Click,1639827529,2,Essay
М211БЭКОН074,89,ZoneEssayText,Click,1639827531,15,Essay
М211БЭКОН074,90,ZoneEssayText,Click,1639827546,5,Essay
М211БЭКОН074,91,ZoneEssayText,Click,1639827551,1,Essay
М211БЭКОН074,92,ZoneEssayText,Click,1639827552,6,Essay
М211БЭКОН074,93,ZoneEssayText,Click,1639827558,11,Essay
М211БЭКОН074,94,ZoneEssaySourceButton,Click,1639827569,10,Essay
М211БЭКОН074,95,ZoneSourceMessageOk,Click,1639827579,4,Source
М211БЭКОН074,96,ZoneEssayText,Click,1639827583,5,Essay
М211БЭКОН074,97,ZoneEssaySourceButton,Click,1639827588,1,Essay
М211БЭКОН074,98,ZoneSourcePopupLink,Click,1639827589,4,Source
М211БЭКОН074,99,ZoneSourcePopupLink,Click,1639827593,5,Source
М211БЭКОН074,100,ZoneSourcePopupLink,Click,1639827598,2,Source
М211БЭКОН074,101,ZoneSourcePopupLink,Click,1639827600,2,Source
М211БЭКОН074,102,ZoneSourcePopupLink,Click,1639827602,1,Source
М211БЭКОН074,103,ZoneSourcePopupLink,Click,1639827603,4,Source
М211БЭКОН074,104,ZoneSourcePopupAdd,Click,1639827607,3,Source
М211БЭКОН074,105,ZoneEssayText,Click,1639827610,10,Essay
М211БЭКОН074,106,ZoneEssaySourceButton,Click,1639827620,0,Essay
М211БЭКОН074,107,ZoneSourcePopupLink,Click,1639827620,2,Source
М211БЭКОН074,108,ZoneSourcePopupLink,Click,1639827622,5,Source
М211БЭКОН074,109,ZoneSourcePopupLink,Click,1639827627,1,Source
М211БЭКОН074,110,ZoneSourcePopupLink,Click,1639827628,4,Source
М211БЭКОН074,111,ZoneSourcePopupAdd,Click,1639827632,3,Source
М211БЭКОН074,112,ZoneEndButton,Click,1639827635,5,End
М211БЭКОН074,113,ZoneEndPopupYes,Click,1639827640,3,End
М211БЭКОН074,114,,,1639827643,0,
М211БЭКОН078,1,ZoneReqText1,Click,1639750456,17,Request
М211БЭКОН078,2,ZoneReqText1,Click,1639750473,20,Request
М211БЭКОН078,3,ZoneArgText1,Click,1639750493,9,Argument
М211БЭКОН078,4,ZoneArgRadio1,Click,1639750502,1,Argument
М211БЭКОН078,5,ZoneArgPlusButton,Click,1639750503,2,Argument
М211БЭКОН078,6,ZoneApp,Pause,1639750505,11,AppPause
М211БЭКОН078,7,ZoneApp,Resume,1639750516,22,AppResume
М211БЭКОН078,8,ZoneReqText1,Click,1639750538,2,Request
М211БЭКОН078,9,ZoneReqEngine1,Click,1639750540,2,Request
М211БЭКОН078,10,ZoneApp,Pause,1639750542,5,AppPause
М211БЭКОН078,11,ZoneApp,Resume,1639750547,3,AppResume
М211БЭКОН078,12,ZoneReqText1,Click,1639750550,1,Request
М211БЭКОН078,13,ZoneApp,Pause,1639750551,5,AppPause
М211БЭКОН078,14,ZoneApp,Resume,1639750556,60,AppResume
М211БЭКОН078,15,ZoneArgRadio1,Click,1639750616,2,Argument
М211БЭКОН078,16,ZoneArgText1,Click,1639750618,2,Argument
М211БЭКОН078,17,ZoneArgSource1,Click,1639750620,1,Argument
М211БЭКОН078,18,ZoneArgText1,Click,1639750621,1,Argument
М211БЭКОН078,19,ZoneReqText1,Click,1639750622,11,Request
М211БЭКОН078,20,ZoneReqText1,Click,1639750633,0,Request
М211БЭКОН078,21,ZoneArgText1,Click,1639750633,1,Argument
М211БЭКОН078,22,ZoneArgText1,Click,1639750634,4,Argument
М211БЭКОН078,23,ZoneArgText1,Click,1639750638,2,Argument
М211БЭКОН078,24,ZoneArgText1,Click,1639750640,1,Argument
М211БЭКОН078,25,ZoneApp,Pause,1639750641,75,AppPause
М211БЭКОН078,26,ZoneApp,Resume,1639750716,29,AppResume
М211БЭКОН078,27,ZoneArgText2,Click,1639750745,1,Argument
М211БЭКОН078,28,ZoneArgRadio2,Click,1639750746,1,Argument
М211БЭКОН078,29,ZoneArgRadio2,Click,1639750747,2,Argument
М211БЭКОН078,30,ZoneArgText2,Click,1639750749,2,Argument
М211БЭКОН078,31,ZoneArgText2,Click,1639750751,0,Argument
М211БЭКОН078,32,ZoneArgText2,Click,1639750751,0,Argument
М211БЭКОН078,33,ZoneArgSource2,Click,1639750751,2,Argument
М211БЭКОН078,34,ZoneArgText2,Click,1639750753,0,Argument
М211БЭКОН078,35,ZoneArgText2,Click,1639750753,1,Argument
М211БЭКОН078,36,ZoneArgText2,Click,1639750754,0,Argument
М211БЭКОН078,37,ZoneEssayText,Click,1639750754,37,Essay
М211БЭКОН078,38,ZoneEndButton,Click,1639750791,76,End
М211БЭКОН078,39,ZoneEndPopupYes,Click,1639750867,3,End
М211БЭКОН078,40,,,1639750870,0,
М211БЭКОН080,1,ZoneEssayText,Click,1639835434,78,Essay
М211БЭКОН080,2,ZoneEssaySourceButton,Click,1639835512,2,Essay
М211БЭКОН080,3,ZoneSourceMessageOk,Click,1639835514,4,Source
М211БЭКОН080,4,ZoneArgRadio1,Click,1639835518,28,Argument
М211БЭКОН080,5,ZoneArgRadio1,Click,1639835546,1,Argument
М211БЭКОН080,6,ZoneArgSource1,Click,1639835547,1,Argument
М211БЭКОН080,7,ZoneArgText1,Click,1639835548,1,Argument
М211БЭКОН080,8,ZoneArgText1,Click,1639835549,2,Argument
М211БЭКОН080,9,ZoneApp,Pause,1639835551,34,AppPause
М211БЭКОН080,10,ZoneApp,Resume,1639835585,18,AppResume
М211БЭКОН080,11,ZoneApp,Pause,1639835603,6,AppPause
М211БЭКОН080,12,ZoneApp,Resume,1639835609,36,AppResume
М211БЭКОН080,13,ZoneReqText1,Click,1639835645,2,Request
М211БЭКОН080,14,ZoneReqEngine1,Click,1639835647,3,Request
М211БЭКОН080,15,ZoneReqEngine1,Click,1639835650,3,Request
М211БЭКОН080,16,ZoneArgText1,Click,1639835653,9,Argument
М211БЭКОН080,17,ZoneApp,Pause,1639835662,1,AppPause
М211БЭКОН080,18,ZoneApp,Resume,1639835663,85,AppResume
М211БЭКОН080,19,ZoneApp,Pause,1639835748,1,AppPause
М211БЭКОН080,20,ZoneApp,Resume,1639835749,74,AppResume
М211БЭКОН080,21,ZoneApp,Pause,1639835823,1,AppPause
М211БЭКОН080,22,ZoneApp,Resume,1639835824,56,AppResume
М211БЭКОН080,23,ZoneArgSource1,Click,1639835880,6,Argument
М211БЭКОН080,24,ZoneApp,Pause,1639835886,1,AppPause
М211БЭКОН080,25,ZoneApp,Resume,1639835887,6,AppResume
М211БЭКОН080,26,ZoneArgRadio1,Click,1639835893,3,Argument
М211БЭКОН080,27,ZoneArgRadio1,Click,1639835896,2,Argument
М211БЭКОН080,28,ZoneApp,Pause,1639835898,1,AppPause
М211БЭКОН080,29,ZoneApp,Resume,1639835899,92,AppResume
М211БЭКОН080,30,ZoneArgPlusButton,Click,1639835991,2,Argument
М211БЭКОН080,31,ZoneArgText2,Click,1639835993,1,Argument
М211БЭКОН080,32,ZoneArgSource2,Click,1639835994,2,Argument
М211БЭКОН080,33,ZoneApp,Pause,1639835996,0,AppPause
М211БЭКОН080,34,ZoneApp,Resume,1639835996,1,AppResume
М211БЭКОН080,35,ZoneArgSource2,Click,1639835997,4,Argument
М211БЭКОН080,36,ZoneArgRadio2,Click,1639836001,2,Argument
М211БЭКОН080,37,ZoneArgRadio2,Click,1639836003,1,Argument
М211БЭКОН080,38,ZoneEssayText,Click,1639836004,2,Essay
М211БЭКОН080,39,ZoneEssayText,Click,1639836006,142,Essay
М211БЭКОН080,40,ZoneEssayText,Click,1639836148,8,Essay
М211БЭКОН080,41,ZoneEssayText,Click,1639836156,71,Essay
М211БЭКОН080,42,ZoneEssayText,Click,1639836227,1,Essay
М211БЭКОН080,43,ZoneEssayText,Click,1639836228,0,Essay
М211БЭКОН080,44,ZoneEssayText,Click,1639836228,1,Essay
М211БЭКОН080,45,ZoneEssayText,Click,1639836229,1,Essay
М211БЭКОН080,46,ZoneEssayText,Click,1639836230,26,Essay
М211БЭКОН080,47,ZoneEssayText,Click,1639836256,4,Essay
М211БЭКОН080,48,ZoneEssayText,Click,1639836260,2,Essay
М211БЭКОН080,49,ZoneEssayText,Click,1639836262,52,Essay
М211БЭКОН080,50,ZoneEndButton,Click,1639836314,33,End
М211БЭКОН080,51,ZoneEndPopupYes,Click,1639836347,2,End
М211БЭКОН080,52,,,1639836349,0,
М211БЭКОН083,1,ZoneReqText1,Click,1639785515,34,Request
М211БЭКОН083,2,ZoneReqEngine1,Click,1639785549,1,Request
М211БЭКОН083,3,ZoneReqEngine1,Click,1639785550,6,Request
М211БЭКОН083,4,ZoneArgSource1,Click,1639785556,9,Argument
М211БЭКОН083,5,ZoneArgText1,Click,1639785565,2,Argument
М211БЭКОН083,6,ZoneApp,Pause,1639785567,6,AppPause
М211БЭКОН083,7,ZoneApp,Resume,1639785573,15,AppResume
М211БЭКОН083,8,ZoneReqText1,Click,1639785588,2,Request
М211БЭКОН083,9,ZoneReqEngine1,Click,1639785590,11,Request
М211БЭКОН083,10,ZoneReqEngine1,Click,1639785601,3,Request
М211БЭКОН083,11,ZoneReqText1,Click,1639785604,0,Request
М211БЭКОН083,12,ZoneArgText1,Click,1639785604,6,Argument
М211БЭКОН083,13,ZoneArgSource1,Click,1639785610,6,Argument
М211БЭКОН083,14,ZoneApp,Pause,1639785616,2,AppPause
М211БЭКОН083,15,ZoneApp,Resume,1639785618,5,AppResume
М211БЭКОН083,16,ZoneArgRadio1,Click,1639785623,6,Argument
М211БЭКОН083,17,ZoneArgRadio1,Click,1639785629,4,Argument
М211БЭКОН083,18,ZoneArgPlusButton,Click,1639785633,5,Argument
М211БЭКОН083,19,ZoneArgText2,Click,1639785638,1,Argument
М211БЭКОН083,20,ZoneApp,Pause,1639785639,2,AppPause
М211БЭКОН083,21,ZoneApp,Resume,1639785641,30,AppResume
М211БЭКОН083,22,ZoneArgSource2,Click,1639785671,15,Argument
М211БЭКОН083,23,ZoneApp,Pause,1639785686,1,AppPause
М211БЭКОН083,24,ZoneApp,Resume,1639785687,18,AppResume
М211БЭКОН083,25,ZoneArgRadio2,Click,1639785705,7,Argument
М211БЭКОН083,26,ZoneArgRadio2,Click,1639785712,0,Argument
М211БЭКОН083,27,ZoneReqText1,Click,1639785712,6,Request
М211БЭКОН083,28,ZoneEssayText,Click,1639785718,16,Essay
М211БЭКОН083,29,ZoneEssaySourceButton,Click,1639785734,69,Essay
М211БЭКОН083,30,ZoneSourceMessageOk,Click,1639785803,3,Source
М211БЭКОН083,31,ZoneEssayText,Click,1639785806,2,Essay
М211БЭКОН083,32,ZoneEndButton,Click,1639785808,6,End
М211БЭКОН083,33,ZoneEndPopupYes,Click,1639785814,2,End
М211БЭКОН083,34,,,1639785816,0,
М211БЭКОН085,1,ZoneReqEngine1,Click,1639747398,52,Request
М211БЭКОН085,2,ZoneApp,Pause,1639747450,6,AppPause
М211БЭКОН085,3,ZoneApp,Resume,1639747456,3,AppResume
М211БЭКОН085,4,ZoneReqEngine1,Click,1639747459,1,Request
М211БЭКОН085,5,ZoneReqEngine1,Click,1639747460,3,Request
М211БЭКОН085,6,ZoneApp,Pause,1639747463,10,AppPause
М211БЭКОН085,7,ZoneApp,Resume,1639747473,13,AppResume
М211БЭКОН085,8,ZoneApp,Pause,1639747486,23,AppPause
М211БЭКОН085,9,ZoneApp,Resume,1639747509,189,AppResume
М211БЭКОН085,10,ZoneApp,Pause,1639747698,6,AppPause
М211БЭКОН085,11,ZoneApp,Resume,1639747704,6,AppResume
М211БЭКОН085,12,ZoneReqText1,Click,1639747710,1,Request
М211БЭКОН085,13,ZoneApp,Pause,1639747711,3,AppPause
М211БЭКОН085,14,ZoneApp,Resume,1639747714,3,AppResume
М211БЭКОН085,15,ZoneReqEngine1,Click,1639747717,2,Request
М211БЭКОН085,16,ZoneReqEngine1,Click,1639747719,1,Request
М211БЭКОН085,17,ZoneApp,Pause,1639747720,3,AppPause
М211БЭКОН085,18,ZoneApp,Resume,1639747723,11,AppResume
М211БЭКОН085,19,ZoneApp,Pause,1639747734,1,AppPause
М211БЭКОН085,20,ZoneApp,Resume,1639747735,28,AppResume
М211БЭКОН085,21,ZoneApp,Pause,1639747763,16,AppPause
М211БЭКОН085,22,ZoneApp,Resume,1639747779,75,AppResume
М211БЭКОН085,23,ZoneArgSource1,Click,1639747854,4,Argument
М211БЭКОН085,24,ZoneApp,Pause,1639747858,2,AppPause
М211БЭКОН085,25,ZoneApp,Resume,1639747860,7,AppResume
М211БЭКОН085,26,ZoneArgRadio1,Click,1639747867,16,Argument
М211БЭКОН085,27,ZoneArgRadio1,Click,1639747883,13,Argument
М211БЭКОН085,28,ZoneArgPlusButton,Click,1639747896,0,Argument
М211БЭКОН085,29,ZoneArgRadio1,Click,1639747896,3,Argument
М211БЭКОН085,30,ZoneArgRadio1,Click,1639747899,8,Argument
М211БЭКОН085,31,ZoneReqPlusButton,Click,1639747907,6,Request
М211БЭКОН085,32,ZoneApp,Pause,1639747913,6,AppPause
М211БЭКОН085,33,ZoneApp,Resume,1639747919,11,AppResume
М211БЭКОН085,34,ZoneReqText2,Click,1639747930,2,Request
М211БЭКОН085,35,ZoneReqEngine2,Click,1639747932,2,Request
М211БЭКОН085,36,ZoneReqEngine2,Click,1639747934,1,Request
М211БЭКОН085,37,ZoneApp,Pause,1639747935,6,AppPause
М211БЭКОН085,38,ZoneApp,Resume,1639747941,177,AppResume
М211БЭКОН085,39,ZoneApp,Pause,1639748118,5,AppPause
М211БЭКОН085,40,ZoneApp,Resume,1639748123,44,AppResume
М211БЭКОН085,41,ZoneArgRadio1,Click,1639748167,8,Argument
М211БЭКОН085,42,ZoneArgRadio1,Click,1639748175,0,Argument
М211БЭКОН085,43,ZoneArgRadio2,Click,1639748175,1,Argument
М211БЭКОН085,44,ZoneArgRadio2,Click,1639748176,0,Argument
М211БЭКОН085,45,ZoneApp,Pause,1639748176,1,AppPause
М211БЭКОН085,46,ZoneApp,Resume,1639748177,4,AppResume
М211БЭКОН085,47,ZoneArgSource2,Click,1639748181,1,Argument
М211БЭКОН085,48,ZoneArgText1,Click,1639748182,6,Argument
М211БЭКОН085,49,ZoneApp,Pause,1639748188,13,AppPause
М211БЭКОН085,50,ZoneApp,Resume,1639748201,13,AppResume
М211БЭКОН085,51,ZoneApp,Pause,1639748214,5,AppPause
М211БЭКОН085,52,ZoneApp,Resume,1639748219,5,AppResume
М211БЭКОН085,53,ZoneArgText2,Click,1639748224,8,Argument
М211БЭКОН085,54,ZoneApp,Pause,1639748232,2,AppPause
М211БЭКОН085,55,ZoneApp,Resume,1639748234,3,AppResume
М211БЭКОН085,56,ZoneApp,Pause,1639748237,2,AppPause
М211БЭКОН085,57,ZoneApp,Resume,1639748239,39,AppResume
М211БЭКОН085,58,ZoneApp,Pause,1639748278,5,AppPause
М211БЭКОН085,59,ZoneApp,Resume,1639748283,1,AppResume
М211БЭКОН085,60,ZoneEssayText,Click,1639748284,2,Essay
М211БЭКОН085,61,ZoneEssaySourceButton,Click,1639748286,7,Essay
М211БЭКОН085,62,ZoneSourceMessageOk,Click,1639748293,5,Source
М211БЭКОН085,63,ZoneEssayText,Click,1639748298,2,Essay
М211БЭКОН085,64,ZoneApp,Pause,1639748300,124,AppPause
М211БЭКОН085,65,ZoneApp,Resume,1639748424,21,AppResume
М211БЭКОН085,66,ZoneApp,Pause,1639748445,2,AppPause
М211БЭКОН085,67,ZoneApp,Resume,1639748447,22,AppResume
М211БЭКОН085,68,ZoneEndButton,Click,1639748469,136,End
М211БЭКОН085,69,ZoneEndPopupYes,Click,1639748605,3,End
М211БЭКОН085,70,,,1639748608,0,
М211БЭКОН086,1,ZoneReqEngine1,Click,1639829352,34,Request
М211БЭКОН086,2,ZoneReqEngine1,Click,1639829386,4,Request
М211БЭКОН086,3,ZoneArgRadio1,Click,1639829390,1,Argument
М211БЭКОН086,4,ZoneArgRadio1,Click,1639829391,2,Argument
М211БЭКОН086,5,ZoneReqEngine1,Click,1639829393,2,Request
М211БЭКОН086,6,ZoneReqEngine1,Click,1639829395,1,Request
М211БЭКОН086,7,ZoneApp,Pause,1639829396,1,AppPause
М211БЭКОН086,8,ZoneApp,Resume,1639829397,70,AppResume
М211БЭКОН086,9,ZoneApp,Pause,1639829467,24,AppPause
М211БЭКОН086,10,ZoneApp,Resume,1639829491,21,AppResume
М211БЭКОН086,11,ZoneReqText1,Click,1639829512,1,Request
М211БЭКОН086,12,ZoneArgText1,Click,1639829513,2,Argument
М211БЭКОН086,13,ZoneArgRadio1,Click,1639829515,2,Argument
М211БЭКОН086,14,ZoneArgRadio1,Click,1639829517,2,Argument
М211БЭКОН086,15,ZoneArgSource1,Click,1639829519,1,Argument
М211БЭКОН086,16,ZoneArgText1,Click,1639829520,1,Argument
М211БЭКОН086,17,ZoneApp,Pause,1639829521,7,AppPause
М211БЭКОН086,18,ZoneApp,Resume,1639829528,119,AppResume
М211БЭКОН086,19,ZoneArgRadio1,Click,1639829647,3,Argument
М211БЭКОН086,20,ZoneArgRadio1,Click,1639829650,0,Argument
М211БЭКОН086,21,ZoneApp,Pause,1639829650,18,AppPause
М211БЭКОН086,22,ZoneApp,Resume,1639829668,17,AppResume
М211БЭКОН086,23,ZoneArgText1,Click,1639829685,1,Argument
М211БЭКОН086,24,ZoneArgSource1,Click,1639829686,3,Argument
М211БЭКОН086,25,ZoneApp,Pause,1639829689,1,AppPause
М211БЭКОН086,26,ZoneApp,Resume,1639829690,4,AppResume
М211БЭКОН086,27,ZoneApp,Pause,1639829694,18,AppPause
М211БЭКОН086,28,ZoneApp,Resume,1639829712,249,AppResume
М211БЭКОН086,29,ZoneArgPlusButton,Click,1639829961,2,Argument
М211БЭКОН086,30,ZoneArgRadio2,Click,1639829963,1,Argument
М211БЭКОН086,31,ZoneArgRadio2,Click,1639829964,0,Argument
М211БЭКОН086,32,ZoneArgText2,Click,1639829964,1,Argument
М211БЭКОН086,33,ZoneArgSource2,Click,1639829965,4,Argument
М211БЭКОН086,34,ZoneApp,Pause,1639829969,2,AppPause
М211БЭКОН086,35,ZoneApp,Resume,1639829971,4,AppResume
М211БЭКОН086,36,ZoneArgSource2,Click,1639829975,2,Argument
М211БЭКОН086,37,ZoneArgText2,Click,1639829977,2,Argument
М211БЭКОН086,38,ZoneArgText2,Click,1639829979,2,Argument
М211БЭКОН086,39,ZoneArgText2,Click,1639829981,1,Argument
М211БЭКОН086,40,ZoneEssayText,Click,1639829982,19,Essay
М211БЭКОН086,41,ZoneApp,Pause,1639830001,2,AppPause
М211БЭКОН086,42,ZoneApp,Resume,1639830003,125,AppResume
М211БЭКОН086,43,ZoneApp,Pause,1639830128,12,AppPause
М211БЭКОН086,44,ZoneApp,Resume,1639830140,11,AppResume
М211БЭКОН086,45,ZoneApp,Pause,1639830151,72,AppPause
М211БЭКОН086,46,ZoneApp,Resume,1639830223,33,AppResume
М211БЭКОН086,47,ZoneApp,Pause,1639830256,154,AppPause
М211БЭКОН086,48,ZoneApp,Resume,1639830410,5,AppResume
М211БЭКОН086,49,ZoneEssaySourceButton,Click,1639830415,2,Essay
М211БЭКОН086,50,ZoneSourceMessageOk,Click,1639830417,3,Source
М211БЭКОН086,51,ZoneEssaySourceButton,Click,1639830420,3,Essay
М211БЭКОН086,52,ZoneSourceMessageOk,Click,1639830423,4,Source
М211БЭКОН086,53,ZoneEssayText,Click,1639830427,1,Essay
М211БЭКОН086,54,ZoneArgSource2,Click,1639830428,1,Argument
М211БЭКОН086,55,ZoneArgText2,Click,1639830429,1,Argument
М211БЭКОН086,56,ZoneArgText1,Click,1639830430,1,Argument
М211БЭКОН086,57,ZoneEndButton,Click,1639830431,5,End
М211БЭКОН086,58,ZoneEndPopupYes,Click,1639830436,2,End
М211БЭКОН086,59,,,1639830438,0,
М211БЭКОН087,1,ZoneReqText1,Click,1639807414,23,Request
М211БЭКОН087,2,ZoneReqEngine1,Click,1639807437,1,Request
М211БЭКОН087,3,ZoneReqEngine1,Click,1639807438,2,Request
М211БЭКОН087,4,ZoneReqText1,Click,1639807440,1,Request
М211БЭКОН087,5,ZoneReqText1,Click,1639807441,1,Request
М211БЭКОН087,6,ZoneReqText1,Click,1639807442,14,Request
М211БЭКОН087,7,ZoneApp,Pause,1639807456,9,AppPause
М211БЭКОН087,8,ZoneApp,Resume,1639807465,4,AppResume
М211БЭКОН087,9,ZoneApp,Pause,1639807469,5,AppPause
М211БЭКОН087,10,ZoneApp,Resume,1639807474,3,AppResume
М211БЭКОН087,11,ZoneApp,Pause,1639807477,7,AppPause
М211БЭКОН087,12,ZoneApp,Resume,1639807484,44,AppResume
М211БЭКОН087,13,ZoneReqText1,Click,1639807528,2,Request
М211БЭКОН087,14,ZoneApp,Pause,1639807530,18,AppPause
М211БЭКОН087,15,ZoneApp,Resume,1639807548,10,AppResume
М211БЭКОН087,16,ZoneApp,Pause,1639807558,27,AppPause
М211БЭКОН087,17,ZoneApp,Resume,1639807585,10,AppResume
М211БЭКОН087,18,ZoneArgText1,Click,1639807595,1,Argument
М211БЭКОН087,19,ZoneArgPlusButton,Click,1639807596,5,Argument
М211БЭКОН087,20,ZoneReqPlusButton,Click,1639807601,1,Request
М211БЭКОН087,21,ZoneReqText2,Click,1639807602,8,Request
М211БЭКОН087,22,ZoneArgText1,Click,1639807610,8,Argument
М211БЭКОН087,23,ZoneApp,Pause,1639807618,2,AppPause
М211БЭКОН087,24,ZoneApp,Resume,1639807620,72,AppResume
М211БЭКОН087,25,ZoneApp,Pause,1639807692,3,AppPause
М211БЭКОН087,26,ZoneApp,Resume,1639807695,4,AppResume
М211БЭКОН087,27,ZoneArgSource1,Click,1639807699,2,Argument
М211БЭКОН087,28,ZoneArgRadio1,Click,1639807701,1,Argument
М211БЭКОН087,29,ZoneArgRadio1,Click,1639807702,5,Argument
М211БЭКОН087,30,ZoneArgRadio2,Click,1639807707,1,Argument
М211БЭКОН087,31,ZoneArgRadio2,Click,1639807708,2,Argument
М211БЭКОН087,32,ZoneApp,Pause,1639807710,1,AppPause
М211БЭКОН087,33,ZoneApp,Resume,1639807711,182,AppResume
М211БЭКОН087,34,ZoneApp,Pause,1639807893,5,AppPause
М211БЭКОН087,35,ZoneApp,Resume,1639807898,7,AppResume
М211БЭКОН087,36,ZoneReqText1,Click,1639807905,8,Request
М211БЭКОН087,37,ZoneReqText2,Click,1639807913,2,Request
М211БЭКОН087,38,ZoneReqText2,Click,1639807915,0,Request
М211БЭКОН087,39,ZoneReqText2,Click,1639807915,1,Request
М211БЭКОН087,40,ZoneReqMinusButton2,Click,1639807916,5,Request
М211БЭКОН087,41,ZoneEssayText,Click,1639807921,6,Essay
М211БЭКОН087,42,ZoneApp,Pause,1639807927,12,AppPause
М211БЭКОН087,43,ZoneApp,Resume,1639807939,92,AppResume
М211БЭКОН087,44,ZoneApp,Pause,1639808031,32,AppPause
М211БЭКОН087,45,ZoneApp,Resume,1639808063,66,AppResume
М211БЭКОН087,46,ZoneArgText2,Click,1639808129,2,Argument
М211БЭКОН087,47,ZoneApp,Pause,1639808131,2,AppPause
М211БЭКОН087,48,ZoneApp,Resume,1639808133,77,AppResume
М211БЭКОН087,49,ZoneArgText2,Click,1639808210,1,Argument
М211БЭКОН087,50,ZoneApp,Pause,1639808211,39,AppPause
М211БЭКОН087,51,ZoneApp,Resume,1639808250,17,AppResume
М211БЭКОН087,52,ZoneArgSource2,Click,1639808267,2,Argument
М211БЭКОН087,53,ZoneEndButton,Click,1639808269,7,End
М211БЭКОН087,54,ZoneEndPopupYes,Click,1639808276,3,End
М211БЭКОН087,55,,,1639808279,0,
М211БЭКОН090,1,ZoneApp,Pause,1639832460,52,AppPause
М211БЭКОН090,2,ZoneApp,Resume,1639832512,57,AppResume
М211БЭКОН090,3,ZoneApp,Pause,1639832569,3,AppPause
М211БЭКОН090,4,ZoneApp,Resume,1639832572,9,AppResume
М211БЭКОН090,5,ZoneReqEngine1,Click,1639832581,4,Request
М211БЭКОН090,6,ZoneReqEngine1,Click,1639832585,2,Request
М211БЭКОН090,7,ZoneArgText1,Click,1639832587,4,Argument
М211БЭКОН090,8,ZoneApp,Pause,1639832591,3,AppPause
М211БЭКОН090,9,ZoneApp,Resume,1639832594,2,AppResume
М211БЭКОН090,10,ZoneArgRadio1,Click,1639832596,1,Argument
М211БЭКОН090,11,ZoneApp,Pause,1639832597,4,AppPause
М211БЭКОН090,12,ZoneApp,Resume,1639832601,29,AppResume
М211БЭКОН090,13,ZoneArgRadio1,Click,1639832630,3,Argument
М211БЭКОН090,14,ZoneApp,Pause,1639832633,2,AppPause
М211БЭКОН090,15,ZoneApp,Resume,1639832635,3,AppResume
